key,fare_amount
2015-01-27 13:08:24.0000002,8.430958557818215
2015-01-27 13:08:24.0000003,8.89310757911841
2011-10-08 11:53:44.0000002,4.918874202077944
2012-12-01 21:12:12.0000002,7.771525307903666
2012-12-01 21:12:12.0000003,14.776647383088559
2012-12-01 21:12:12.0000005,10.55149214206392
2011-10-06 12:10:20.0000001,5.819097404227147
2011-10-06 12:10:20.0000003,51.96115268479485
2011-10-06 12:10:20.0000002,11.924411982455458
2014-02-18 15:22:20.0000002,6.21648877299386
2014-02-18 15:22:20.0000003,8.430958557818215
2014-02-18 15:22:20.0000001,15.131675026738211
2010-03-29 20:20:32.0000002,5.119578422087554
2010-03-29 20:20:32.0000001,7.9520858014780496
2011-10-06 03:59:12.0000002,8.89310757911841
2011-10-06 03:59:12.0000001,14.776647383088559
2012-07-15 16:45:04.0000006,5.170372897147711
2012-07-15 16:45:04.0000002,9.834729447391807
2012-07-15 16:45:04.0000003,5.002121366832444
2012-07-15 16:45:04.0000004,4.918874202077944
2014-10-29 02:09:56.0000001,7.541894183816012
2014-06-14 13:39:00.00000010,8.649241674576473
2014-06-14 13:39:00.00000060,6.1204755038743475
2014-06-14 13:39:00.00000087,7.785879759063988
2014-06-14 13:39:00.00000050,15.63317129102289
2014-06-14 13:39:00.0000003,6.21648877299386
2014-06-14 13:39:00.000000158,36.15813962470838
2014-06-14 13:39:00.00000015,24.448650250456893
2014-06-14 13:39:00.00000073,5.819097404227147
2014-06-14 13:39:00.00000077,14.259111046532325
2014-06-14 13:39:00.000000145,9.39348842706925
2014-06-14 13:39:00.00000079,5.897059114659638
2014-06-14 13:39:00.000000121,5.517777084433602
2014-06-14 13:39:00.00000021,9.39348842706925
2014-06-14 13:39:00.0000005,7.919175485072644
2014-06-14 13:39:00.000000165,7.275218388857857
2014-06-14 13:39:00.000000184,5.752195076120807
2014-06-14 13:39:00.00000059,5.9861425412299285
2014-06-14 13:39:00.00000070,7.771525307903666
2014-06-14 13:39:00.00000068,5.002121366832444
2014-06-14 13:39:00.000000133,18.441411356236983
2014-06-14 13:39:00.000000128,9.732466942289744
2014-06-14 13:39:00.000000136,17.165325799548583
2014-06-14 13:39:00.00000017,8.430958557818215
2014-06-14 13:39:00.000000111,4.918874202077944
2014-06-14 13:39:00.000000115,10.384743400797806
2014-06-14 13:39:00.000000168,5.752195076120807
2014-06-14 13:39:00.00000031,6.777015564959419
2014-06-14 13:39:00.000000116,6.21648877299386
2014-06-14 13:39:00.00000051,5.119578422087554
2014-06-14 13:39:00.000000193,11.374158182353517
2014-06-14 13:39:00.000000132,11.992449605082152
2014-06-14 13:39:00.000000167,17.2711796992343
2014-06-14 13:39:00.00000044,5.752195076120807
2014-06-14 13:39:00.000000138,6.331494401564638
2014-06-14 13:39:00.00000066,14.138303265473976
2014-06-14 13:39:00.00000063,11.655651987651053
2014-06-14 13:39:00.000000154,9.834729447391807
2014-06-14 13:39:00.00000097,12.486473849831274
2014-06-14 13:39:00.00000067,12.486473849831274
2014-06-14 13:39:00.000000179,7.05184260701664
2014-06-14 13:39:00.00000092,8.89310757911841
2014-06-14 13:39:00.00000029,5.002121366832444
2014-06-14 13:39:00.000000177,5.278521663105994
2014-06-14 13:39:00.000000192,6.777015564959419
2014-06-14 13:39:00.000000181,6.331494401564638
2014-06-14 13:39:00.000000120,9.246897126589863
2014-06-14 13:39:00.0000008,5.5735681990544235
2014-06-14 13:39:00.000000103,4.918874202077944
2014-06-14 13:39:00.00000049,15.63317129102289
2014-06-14 13:39:00.000000108,6.777015564959419
2014-06-14 13:39:00.00000072,5.002121366832444
2014-06-14 13:39:00.000000182,10.55149214206392
2014-06-14 13:39:00.00000061,6.456381867320418
2014-06-14 13:39:00.00000093,9.264425008158318
2014-06-14 13:39:00.000000170,11.374158182353517
2014-06-14 13:39:00.000000147,46.55014665029893
2014-06-14 13:39:00.000000140,5.170372897147711
2014-06-14 13:39:00.000000159,4.918874202077944
2014-06-14 13:39:00.00000012,5.119578422087554
2014-06-14 13:39:00.00000025,6.012708692478532
2014-06-14 13:39:00.000000156,6.21648877299386
2014-06-14 13:39:00.000000152,6.9093389424481835
2014-06-14 13:39:00.000000129,8.649241674576473
2014-06-14 13:39:00.000000119,16.486030948109427
2014-06-14 13:39:00.000000118,6.21648877299386
2014-06-14 13:39:00.00000076,4.918874202077944
2014-06-14 13:39:00.000000135,6.331494401564638
2014-06-14 13:39:00.00000023,16.486030948109427
2014-06-14 13:39:00.00000082,9.264425008158318
2014-06-14 13:39:00.000000125,8.977238449787572
2014-06-14 13:39:00.00000075,8.430958557818215
2014-06-14 13:39:00.000000124,6.777015564959419
2014-06-14 13:39:00.000000172,6.21648877299386
2014-06-14 13:39:00.00000024,13.175084995634405
2014-06-14 13:39:00.000000169,12.551748402697429
2014-06-14 13:39:00.00000052,9.834729447391807
2014-06-14 13:39:00.000000161,12.486473849831274
2014-06-14 13:39:00.00000038,7.275218388857857
2014-06-14 13:39:00.00000035,8.977238449787572
2014-06-14 13:39:00.00000053,10.55149214206392
2014-06-14 13:39:00.000000183,6.777015564959419
2014-06-14 13:39:00.000000131,51.96115268479485
2014-06-14 13:39:00.000000180,6.331494401564638
2014-06-14 13:39:00.000000130,12.13403309065203
2014-06-14 13:39:00.00000032,4.918874202077944
2014-06-14 13:39:00.000000148,11.020425160420583
2014-06-14 13:39:00.0000007,9.264425008158318
2014-06-14 13:39:00.00000095,10.523353068354552
2014-06-14 13:39:00.000000144,31.257499474555413
2014-06-14 13:39:00.000000141,31.85987969526489
2014-06-14 13:39:00.000000162,16.915344768565156
2014-06-14 13:39:00.00000018,10.230310100897054
2014-06-14 13:39:00.00000054,8.89310757911841
2014-06-14 13:39:00.00000040,5.897059114659638
2014-06-14 13:39:00.00000096,7.275218388857857
2014-06-14 13:39:00.00000055,19.70247674901505
2014-06-14 13:39:00.000000109,9.834729447391807
2014-06-14 13:39:00.000000151,7.275218388857857
2014-06-14 13:39:00.00000016,8.977238449787572
2014-06-14 13:39:00.00000062,10.55149214206392
2014-06-14 13:39:00.000000191,11.76014383561696
2014-06-14 13:39:00.00000034,8.929643473089167
2014-06-14 13:39:00.000000160,6.012708692478532
2014-06-14 13:39:00.00000013,6.456381867320418
2014-06-14 13:39:00.000000188,5.067004290673085
2014-06-14 13:39:00.00000086,7.541894183816012
2014-06-14 13:39:00.000000185,10.25211347753292
2014-06-14 13:39:00.00000074,7.9520858014780496
2014-06-14 13:39:00.00000022,15.749659688391292
2014-06-14 13:39:00.00000036,5.752195076120807
2014-06-14 13:39:00.000000126,5.376133679931395
2014-06-14 13:39:00.000000190,6.635906379441954
2014-06-14 13:39:00.00000042,6.456381867320418
2014-06-14 13:39:00.000000178,6.21648877299386
2014-06-14 13:39:00.000000163,5.002121366832444
2014-06-14 13:39:00.00000020,10.55149214206392
2014-06-14 13:39:00.00000098,5.752195076120807
2014-06-14 13:39:00.000000114,19.288995862906283
2014-06-14 13:39:00.00000045,7.376426788965593
2014-06-14 13:39:00.00000094,5.002121366832444
2014-06-14 13:39:00.000000146,8.977238449787572
2014-06-14 13:39:00.00000033,7.541894183816012
2014-06-14 13:39:00.000000143,5.119578422087554
2014-06-14 13:39:00.000000107,6.21648877299386
2014-06-14 13:39:00.00000048,8.649241674576473
2014-06-14 13:39:00.00000043,10.523353068354552
2014-06-14 13:39:00.000000123,8.388006461540538
2014-06-14 13:39:00.000000134,8.220991473242574
2014-06-14 13:39:00.000000142,5.639883237087586
2014-06-14 13:39:00.000000122,9.834729447391807
2014-06-14 13:39:00.000000176,8.220991473242574
2011-12-12 09:42:12.0000004,5.9861425412299285
2011-12-12 09:42:12.0000002,5.002121366832444
2011-12-12 09:42:12.0000001,12.486473849831274
2011-12-12 09:42:12.0000003,7.919175485072644
2011-12-12 09:42:12.0000005,7.919175485072644
2013-06-27 00:20:40.0000001,19.70247674901505
2013-06-27 00:20:40.0000003,11.992449605082152
2009-02-20 13:34:16.0000001,8.977238449787572
2009-02-20 13:34:16.0000002,12.788726569689553
2009-02-20 13:34:16.0000003,6.9093389424481835
2010-08-22 21:14:08.0000001,31.43544111063346
2010-08-22 21:14:08.0000005,16.915344768565156
2010-08-22 21:14:08.0000003,5.002121366832444
2010-08-22 21:14:08.0000002,9.834729447391807
2012-08-06 08:58:08.0000002,5.376133679931395
