Id,SalePrice
1461,125357.71636595012
1462,158776.91423307394
1463,181908.72653033663
1464,186202.60183232016
1465,194948.3636142428
1466,172315.64772618635
1467,173377.04017170603
1468,166927.79842453043
1469,182819.33102886545
1470,127008.70635876844
1471,199095.56367001432
1472,98272.10556437084
1473,95953.28319945229
1474,157704.16941005236
1475,136218.7721023148
1476,406545.5237894371
1477,263686.98912826297
1478,297546.2612039935
1479,282155.57011576655
1480,453656.4937709116
1481,317718.6367035039
1482,201423.36519819227
1483,169007.56168997826
1484,174399.15099453318
1485,176301.93296489815
1486,191725.78340483218
1487,357533.64861388155
1488,243125.93261132707
1489,203932.08213925484
1490,215077.66811148988
1491,191150.3412353995
1492,91952.12289729764
1493,177799.47228601173
1494,318134.5264984673
1495,301703.01896220737
1496,226540.85747329806
1497,186681.9403527615
1498,159896.90323585557
1499,162114.69289900028
1500,141837.15307072492
1501,170489.23492907995
1502,156904.01547110724
1503,284760.7939923449
1504,232929.93157070345
1505,225958.85703527022
1506,185093.4907452701
1507,246985.68251278988
1508,198240.55856052082
1509,163609.13069332595
1510,144911.23180101375
1511,145912.65149363552
1512,170348.81538765854
1513,137770.3630511531
1514,163315.5673862187
1515,187720.03769971387
1516,166850.5236708385
1517,149397.35171752184
1518,141758.41481670405
1519,214816.23285128264
1520,134863.19867415956
1521,134427.42507416898
1522,171015.85499560906
1523,117132.3293768894
1524,129156.77397216653
1525,128959.62929396275
1526,125051.46901657854
1527,101595.35323239712
1528,132633.78836732876
1529,140301.25579252132
1530,175708.23409691168
1531,103304.89970880662
1532,101691.28694981919
1533,136172.23367201159
1534,125689.73920993894
1535,147271.89268222486
1536,114477.42828020721
1537,69408.80927904975
1538,176369.5605675386
1539,196425.14680848253
1540,86643.6790133945
1541,135464.52801728225
1542,134839.1666469157
1543,228103.84477309967
1544,78410.74503170878
1545,109549.47632990599
1546,125267.56750022773
1547,136958.3991666101
1548,135320.3274111242
1549,111057.40904269948
1550,136756.64372694818
1551,113132.22247503264
1552,126799.30125851973
1553,154076.26951862607
1554,111452.01666275354
1555,167206.84879173405
1556,68665.08972215695
1557,104000.02888866229
1558,89192.67027011547
1559,67368.39959601815
1560,140410.51206137548
1561,128389.82374289703
1562,130829.73003383729
1563,123672.69070373847
1564,153427.642441122
1565,152787.90308689766
1566,239832.96281361897
1567,73648.34722617328
1568,220162.9361590483
1569,139580.85117347093
1570,128943.02248138313
1571,129575.31805983435
1572,152533.89850834204
1573,256528.41386139113
1574,112056.75409084931
1575,214809.33286201808
1576,210167.13254603615
1577,195022.79764101253
1578,146584.36379559824
1579,152327.6660392766
1580,191287.0605674611
1581,147325.91055888482
1582,128905.98415642437
1583,321270.4507619307
1584,227591.48239774242
1585,142100.64559151614
1586,66679.26514447344
1587,98359.6446897304
1588,145344.60362799902
1589,87686.02164925446
1590,131314.49600305056
1591,103189.28574098594
1592,112298.26929923682
1593,125262.63733921648
1594,118341.51574124808
1595,113135.54112901585
1596,231147.1629154201
1597,176807.53403656906
1598,202913.62800603986
1599,184488.70973871564
1600,187478.6424614736
1601,66981.47706257032
1602,108962.93330824083
1603,69943.58163452309
1604,265559.4816869377
1605,249502.16163665167
1606,168215.48635042857
1607,172394.06863194556
1608,217947.43692466413
1609,196521.49940529527
1610,153224.3369349904
1611,141317.7682720611
1612,167148.73352925
1613,158160.1116583911
1614,123496.80396039519
1615,83494.47375438717
1616,71786.34432913859
1617,89270.46180731177
1618,129899.71754729011
1619,138259.03514483027
1620,165447.14695583237
1621,127776.92349724607
1622,140031.55668119979
1623,285404.1632024781
1624,211612.54623331592
1625,129262.01115618317
1626,166655.36868317935
1627,186120.63578032376
1628,271292.27399335784
1629,180864.55386424868
1630,358294.0131428792
1631,213295.47550959093
1632,250458.42258244453
1633,168214.7117518319
1634,180581.88820385962
1635,181198.3139886565
1636,156883.34025868378
1637,183390.12369844422
1638,198571.9809763562
1639,179823.78730338384
1640,256345.20638230303
1641,180998.55472584264
1642,213519.285593405
1643,223808.1310413974
1644,225753.10540539114
1645,178507.64866882193
1646,151691.53697670109
1647,168305.42774781355
1648,134832.2429498005
1649,136397.58236723763
1650,114231.24275113613
1651,122486.2103635724
1652,97112.315846101
1653,94650.8896423371
1654,151713.87154957285
1655,160050.76312975245
1656,155813.18823023004
1657,150062.9675166229
1658,155467.55055232573
1659,143537.56173784196
1660,148020.78901228527
1661,430731.937671848
1662,430922.6577083668
1663,407250.54567262216
1664,311537.363963684
1665,309743.7870274323
1666,327590.4995092271
1667,353931.5752856721
1668,339775.9474488868
1669,310318.70040389895
1670,349924.400659134
1671,257552.25235900562
1672,425954.31403187435
1673,292981.32194039493
1674,248246.06082113725
1675,176303.73616939297
1676,179158.90654028428
1677,210489.54192520585
1678,429171.9284497439
1679,368218.45218211564
1680,311628.84853418515
1681,237966.13951653673
1682,303874.7971926181
1683,179297.46354506342
1684,176189.66641925662
1685,176195.28318880117
1686,175473.36267456482
1687,168666.53198860603
1688,184526.94377544813
1689,189104.69883054693
1690,192576.5202154931
1691,176615.8232322
1692,282633.9442096605
1693,168367.81307419768
1694,184564.56982503238
1695,171905.4760471803
1696,278553.72244536725
1697,175221.89798001715
1698,359851.1575280411
1699,316014.9760060586
1700,240057.76105954428
1701,269351.6980847873
1702,256291.62348369975
1703,256772.71064252956
1704,289971.65050516475
1705,221822.3262084178
1706,433672.0636742365
1707,208287.82938185276
1708,198273.39803305716
1709,290760.68695710914
1710,214076.3204415308
1711,256053.13132335176
1712,262864.4870518015
1713,260187.38543563092
1714,221073.151777262
1715,200713.09031545607
1716,174922.80099512805
1717,175734.93962252061
1718,135072.30032898413
1719,195522.59411934487
1720,250201.4197522663
1721,169321.3918712776
1722,130001.49251281464
1723,153604.12155830231
1724,218966.68676741302
1725,235863.30822710742
1726,177821.46996605973
1727,155976.39700754947
1728,187880.63680405356
1729,163715.76247540652
1730,169485.9544360221
1731,122844.28706912298
1732,130576.87122130815
1733,122507.63653155719
1734,119962.26822815093
1735,136628.42105294802
1736,116956.53335728747
1737,325003.3170433025
1738,207823.8512906751
1739,287517.340537995
1740,229566.95091968586
1741,191307.90209399938
1742,168575.79991055338
1743,171818.25193298017
1744,294634.1811882721
1745,212376.67963603887
1746,208176.15233401186
1747,221779.7395284258
1748,230554.6647207455
1749,148819.34592906543
1750,131951.7407924344
1751,246119.715236936
1752,124141.32781850026
1753,145060.18773682212
1754,196699.24180288502
1755,167780.6631991958
1756,123544.81062146921
1757,125727.2240227148
1758,140755.52490889907
1759,167148.60240517
1760,165262.22748071718
1761,132583.30998678273
1762,172812.86668434142
1763,177769.8470522746
1764,121902.82137924839
1765,174206.91510011908
1766,176895.85759105414
1767,214700.02361351103
1768,142549.00228173728
1769,178002.72177920875
1770,140277.4203446096
1771,127357.75807451767
1772,136897.66528945495
1773,128941.62832859186
1774,137929.23504909666
1775,135007.05599503644
1776,125941.28520580915
1777,111978.5097461192
1778,141105.6943199777
1779,113529.43238158834
1780,182381.72283229633
1781,136050.95926797
1782,97749.59634173471
1783,128825.94383623007
1784,98948.9729450334
1785,124097.73485693643
1786,140993.49414979896
1787,172730.07629643937
1788,51826.58757758628
1789,100146.94523515672
1790,80214.46518012551
1791,176081.04460512585
1792,152141.8936790704
1793,121443.88208126827
1794,145390.6919562939
1795,132323.50546627067
1796,124368.32263425384
1797,113610.29264673726
1798,126450.71649773119
1799,114109.04829490688
1800,121328.827567379
1801,124302.84675591397
1802,147096.2514765468
1803,152195.27018490262
1804,143340.14991373155
1805,135518.51671941916
1806,112887.73429786279
1807,127137.90025327571
1808,125065.65540858971
1809,124086.48159408855
1810,149667.02899220283
1811,107052.13506179085
1812,100785.35111258287
1813,119378.44976477043
1814,97975.27838668272
1815,50711.46925123993
1816,100147.11364305927
1817,108208.57508519792
1818,129432.83314978631
1819,120430.64124978564
1820,51540.5664167914
1821,107753.07224761878
1822,150900.2703199134
1823,39586.642859504245
1824,141908.74415530355
1825,129776.15678759401
1826,98559.08939895488
1827,107279.0450938913
1828,136093.82235592545
1829,113903.7506622462
1830,137173.22415347205
1831,162541.91794755362
1832,84360.13028132191
1833,133012.11235301924
1834,118347.72249542901
1835,136891.71811359582
1836,126284.87744758559
1837,89202.62871299144
1838,121476.01604367935
1839,82364.05429711929
1840,151047.11680384263
1841,143459.51065912412
1842,69315.93951722344
1843,129592.40337574901
1844,128073.79648067961
1845,143370.32490628777
1846,160913.25781370632
1847,155303.83552340418
1848,46895.649945200894
1849,120172.2654262627
1850,125847.43139574662
1851,158821.31289829695
1852,131930.45413783868
1853,131049.73016953087
1854,176037.03482881232
1855,143522.6757182308
1856,215747.76331772277
1857,176278.74211764967
1858,127374.00240802405
1859,125514.51614587284
1860,143025.2819361644
1861,125514.51614587284
1862,320845.5075626558
1863,321263.1042422015
1864,321263.1042422015
1865,344558.4817108393
1866,339242.79141475435
1867,246618.72394571826
1868,300297.2608660165
1869,200144.00068267703
1870,242086.12036087076
1871,258880.25133785445
1872,173399.384746005
1873,227128.26232715312
1874,146253.53865087838
1875,211032.15053266953
1876,192861.3119303113
1877,208729.4047410196
1878,197057.94289165424
1879,135276.67416336958
1880,140204.0939559676
1881,241528.57922713476
1882,261941.9042729554
1883,193446.5679382452
1884,204789.12846069253
1885,264571.2134127264
1886,305382.78227405227
1887,202106.47839484966
1888,285540.6862098756
1889,163972.4964796893
1890,130846.87196997655
1891,136096.14299161828
1892,112102.44822438448
1893,129416.54709795791
1894,130026.40518025853
1895,138678.13393591408
1896,125161.61527363681
1897,112093.99794146247
1898,108039.68091040014
1899,143325.55023004024
1900,147750.94205709724
1901,180880.60413839642
1902,126332.1160642438
1903,204345.79098811722
1904,133576.89055731852
1905,186102.33547350217
1906,170731.6066504793
1907,205878.29105762718
1908,111574.86658511437
1909,137775.81145662995
1910,122972.39508577652
1911,214424.00441167198
1912,321167.8353733723
1913,139905.85660536936
1914,53318.202629391875
1915,288936.09402057104
1916,68901.76528474335
1917,279391.8119491183
1918,135775.98549372092
1919,161084.74932974667
1920,134414.79295227677
1921,448172.9521872291
1922,336274.58610831585
1923,208061.3538726071
1924,209121.8199272527
1925,207871.27639942785
1926,407938.1175163237
1927,136748.7157722744
1928,164325.1920193651
1929,120104.60240571135
1930,122668.08506707202
1931,139283.19324647912
1932,130658.34167247241
1933,176799.08060666555
1934,182019.30380682278
1935,173309.0381369452
1936,182834.82571996743
1937,178116.561139816
1938,174469.77783546512
1939,239761.94661572814
1940,192916.72892681218
1941,166408.79998343947
1942,185957.4218141128
1943,190857.48071750274
1944,330941.73521105497
1945,374436.13737753977
1946,142094.92983636702
1947,284956.66252326505
1948,172373.40703974752
1949,243487.02354450268
1950,180528.04596975344
1951,263510.35773807345
1952,218911.8120900371
1953,166380.27875120493
1954,199319.8462629839
1955,125454.71562974974
1956,281022.2989592969
1957,156644.63624515204
1958,327868.163914269
1959,136643.05633031784
1960,120501.88365044542
1961,117919.970158704
1962,97777.403982429
1963,101402.83775506726
1964,107243.533353886
1965,149999.5520715617
1966,158292.48909330723
1967,291274.46931258286
1968,385405.9833653424
1969,389126.37692495924
1970,433944.7686956176
1971,436514.78787555016
1972,401715.4933680952
1973,265249.3712031384
1974,326082.76455841336
1975,330604.33248708834
1976,269433.9958085112
1977,361675.3251395205
1978,354893.5382352934
1979,336525.9002593737
1980,191035.60504086115
1981,356350.0414902044
1982,214663.79513314093
1983,201209.17249916258
1984,177259.39398081557
1985,214515.54383193055
1986,206325.4756456702
1987,177452.42382122175
1988,176004.91303261436
1989,191841.3136354116
1990,218390.9551991733
1991,234026.87640383793
1992,202773.2514945153
1993,169811.35801735474
1994,243402.39715083907
1995,184369.51226090713
1996,256495.26211669776
1997,340953.01505535527
1998,333394.20668296225
1999,243729.5160386178
2000,321061.80487361446
2001,258917.97000388647
2002,239182.26406772464
2003,254242.60303646268
2004,262930.2904085882
2005,216602.25694447686
2006,218991.7405911382
2007,245810.08449181568
2008,212520.9511052207
2009,184086.65897675056
2010,197044.92076014885
2011,146808.0722925349
2012,179638.08492943563
2013,179440.61013990626
2014,181605.9831732286
2015,200624.29329239985
2016,188054.16671843207
2017,193453.67797531837
2018,123645.75664052698
2019,135142.46057105434
2020,113122.75118408386
2021,116864.78983467797
2022,186692.8502450186
2023,134502.1354531024
2024,221491.86626040592
2025,337195.61667403183
2026,179566.31827642024
2027,143549.50274616582
2028,154120.92771947978
2029,164802.06676017045
2030,286895.26821030275
2031,226725.0311925144
2032,243707.91701240538
2033,267176.9415698584
